clean_text,label,synthetic
بسته بندی خوب بود، اما اتو اصلاً کارایی لازم رو نداشت.,Negative,1
کیفیتش به قیمتش نمی‌ارزید و بعد از مدتی صداش خیلی زیاد شد.,Negative,1
حین کار کردن همیشه یه مشکلی داشت و اذیت‌کننده بود.,Negative,1
بعد از چند بار استفاده احساس کردم که خیلی سنگینه و راحت نیست.,Negative,1
1. من هم تجربه پر کردن کارتریج رو داشتم، ولی واقعاً کار سخت و پرمخاطره‌ایه، ممکنه خراب بشه.,Negative,1
2. فک نکنید این راه‌حل به‌صرفه‌تریه! من چند بار امتحان کردم و آخرش مجبور شدم کارتریج جدید بخرم.,Negative,1
3. به نظر من هم قیمت کارتریج زیاده، اما پر کردنش خیلی دردسر داره و اصلاً راحت نیست,Negative,1
تجربه‌ام خوب نبود و باگ‌های زیادی داشت.,Negative,1
واقعا از کیفیتش راضی نبودم.,Negative,1
خیلی از انتظاراتم رو برآورده نکرد.,Negative,1
1. من هندزفری رو خریدم ولی اصلا انتظار کیفیت خوبی نداشتم و خیلی ناامید شدم.,Negative,1
2. هندزفری رو تست کردم ولی صداش اصلا اونطوری که فکر می‌کردم خوب نبود.,Negative,1
3. به نظرم این هندزفری نمی‌تونه تجربه‌ی شنیدنی خاصی رو به آدم بده.,Negative,1
1. من هم از دیجی کالا خرید کردم، ولی دستگاه جدیدم هم همون مشکل رو داشت و دیگه نتونستم استفاده کنم.,Negative,1
2. دستگاهی که گرفتم بعد از چند روز دی وی دی رامش کار نکرد و به هیچ وجه نتونستم درستش کنم.,Negative,1
3. با اینکه دیجی کالا خیلی خوب پشتیبانی می‌کنه، اما دستگاه دومم هم همون مشکل رو داشت و واقعا ناامید شدم.,Negative,1
کیفیت تصویرش خوبه ولی بعد از چند ماه استفاده، رنگ‌ها شروع به افت کردند.,Negative,1
ظاهرش خیلی شیکه، ولی کیفیت ساختش نازک و ضعیفه.,Negative,1
زاویه دید خمیده خوبه، اما واقعا انتظار بیشتری داشتم ازش.,Negative,1
1. من هم همین مشکل رو داشتم، لپتاپ داغ می‌کنه حتی با کول پد.,Negative,1
2. وقتی بازی می‌کنم، صدای فن خیلی بلند میشه و اذیتم می‌کنه.,Negative,1
3. با وجود کول پد، باز هم گرمای لپتاپ عذاب آور شده برام.,Negative,1
1. من لپ تاپ رو خریدم ولی سیستم عاملش خیلی کند بود.,Negative,1
2. فکر می‌کردم با این قیمت بهتر از این باید باشه، اما خیلی نارضایتی داشتم.,Negative,1
3. کیفیت ساختش به نظرم خوب نیست، احساس می‌کنم زود خراب میشه.,Negative,1
1. کیفیت تصویر اصلاً خوب نیست و از خریدش پشیمونم.,Negative,1
2. انتظار داشتم تصویر بهتری داشته باشه، ولی خیلی نامید شدم.,Negative,1
3. واقعاً تصویرش تار و بی‌کیفیت بود، اصلاً راضی نیستم.,Negative,1
به هیچ وجه به اون خوبی که فکر می‌کردم نبود.,Negative,1
به نظرم انتظارم خیلی بیشتر از این بود.,Negative,1
متاسفانه اصلاً راضی‌کننده نبود.,Negative,1
1. اتو سنگین بود و اصلا کیفیتی که انتظار داشتم رو نداشت.,Negative,1
2. بعد از چند بار استفاده دیگه به خوبی اولیه اتو نکرد.,Negative,1
3. گرماش خوب بود ولی طراحی‌اش راحت نبود و اذیت می‌کرد.,Negative,1
1. بعد از چند ماه استفاده، گوشی کم کم دچار مشکل شد و دیگه مثل روز اول درست کار نکرد.,Negative,1
2. دوربین سلفیش واقعا افتضاحه و تحملش سخت بود.,Negative,1
3. حافظه داخلیش به شدت کمه و همیشه درگیر حذف اپلیکیشن بودم.,Negative,1
کیفیت صفحه نمایش خیلی پایین بود، اصلاً انتظار نداشتم.,Negative,1
نورش خوبه، اما تصویرش واضح نیست و اذیت‌کننده‌ست.,Negative,1
نسبت به قیمتش می‌شد بهتر از این‌ها باشه، کمی ناامید شدم.,Negative,1
کیفیت رنده‌ها خیلی خوب نیست و زود کند میشه.,Negative,1
صداش خوبه ولی برای کارای سنگین جوابگو نبود.,Negative,1
فکر می‌کردم بهتر عمل می‌کنه ولی خیلی نازک خرد نمی‌کنه.,Negative,1
1. من هم قبلن این هدفونو داشتم ولی بعد از یکی دوهفته استفاده سیمش خراب شد و خیلی ناراضی شدم.,Negative,1
2. کیفیت صداش به نظر من اصلاً عالی نیست و نسبت به قیمتش انتظار بیشتری داشتم.,Negative,1
3. بعد از چند ماه استفاده، به شدت تو گوشم اذیت می‌کرد و راحتی که می‌گفتن رو احساس نکردم.,Negative,1
1. من هم بعد از استفاده، هیچ تاثیری روی پوستم ندیدم و واقعا متاسفم که خریدمش.,Negative,1
2. این محصول اصلاً کیفیت خوبی نداشت و بعد از چند بار استفاده به کل کنار گذاشتمش.,Negative,1
3. فکر کردم که خوب باشه، ولی خیلی از انتظارم پایین‌تر بود و الان توی کمد کنار بقیه وسایل بی‌استفاده مونده.,Negative,1
- منم ازش استفاده کردم اما واقعا برای گوشی‌های بزرگ راحت نیست و زود می‌افته.,Negative,1
- صداش خوبه ولی بعد از کمی استفاده، اذیتم کرد و احساس ناراحتی داشتم.,Negative,1
- کیفیت صداش عالیه ولی طراحی‌اش خیلی کارآمد نیست و حسی بدی به آدم میده.,Negative,1
کیفیت صفحه نمایش اصلا راضی کننده نبود و به راحتی خط میفتاد.,Negative,1
سی دی رو که باز می‌کنه اما دی وی دی رو با هر برنامه‌ای امتحان کردم، باز نکرد.,Negative,1
بعد از یک ماه کار کردن باهاش، به نظرم ارزش خرید نداشت.,Negative,1
1. شماره 32 به هیچ عنوان برای پوست خشک من جواب نداد و احساس بی‌حالی کردم.,Negative,1
2. با اینکه فکر می‌کردم خوبه، ولی بعد از استفاده پوستم خیلی چرب شد.,Negative,1
3. رنگش روی پوست من خیلی طبیعی نبود و اصلاً حس خوبی نداشتم.,Negative,1
1. منم از این دستگاه استفاده کردم، ولی واقعا صداش ناامیدم کرد و اصلاً خوب نبود.,Negative,1
2. تصویرش خوبه، ولی گیرنده‌اش مرتب قطع می‌شه و اعصاب خورد کنه.,Negative,1
3. به نظرم با این قیمت، انتظار بیشتری داشتم و اصلاً راضی نیستم.,Negative,1
کابل خوبیه ولی خیلی زود خراب شد برام.,Negative,1
آداپتور 360 رو روشن نمی‌کنه، به درد نمی‌خوره.,Negative,1
کیفیتش پایین‌تر از حد انتظاره، راضی نیستم.,Negative,1
1. بسته‌بندی خوب بود، ولی لبتاب خیلی زود داغ می‌کند و عملکردش به انتظار نمی‌رسید.,Negative,1
2. طراحی شیکش خوبه، اما باطریش اصلاً دوام نداره و زود تمام میشه.,Negative,1
3. از لحاظ ظاهری خوبه، ولی عملکردش در کارهای سنگین اصلاً راضی‌کننده نیست.,Negative,1
کیفیت دوربینش اصلاً به اندازه‌ای که گفته بودن نیست.,Negative,1
من تجربه خوبی نداشتم، دوربینش خیلی معمولیه.,Negative,1
انتظار بیشتری داشتم، دوربینش disappoint کرد.,Negative,1
1. منم این کرم پودر رو خریدم، ولی برای من اصلاً خوب نبود و نه تنها پوستمو صاف نکرد، بلکه باعث خشکی بیشتر شد.,Negative,1
2. واقعاً توقع بیشتری داشتم، پوشش دهیش که ضعیف بود و اصلاً با رنگ پوستم هماهنگ نشد.,Negative,1
3. قبل از خرید کلی نظرات مثبت خوندم، اما برای من نتیجه معکوس بود و اصلاً راضی نیستم.,Negative,1
1. من هم یکی گرفتم، ولی باتری‌اش خیلی زود ضعیف شد و حتی کارهای ساده‌ام رو هم نمی‌تونه انجام بده.,Negative,1
2. هاردش خوبه، اما بعد از چند ماه استفاده، داغ می‌کنه و کار نمی‌کنه.,Negative,1
3. خوش دست بودنش درست، اما من ازش راضی نیستم، اصلاً به کارام نمیاد.,Negative,1
1. واقعا از تایمرش ناراضی بودم، باید خودم دائما حواسم باشه.,Negative,1
2. وقتی سبد رو برمی‌دارم، روغن همیشه ریخته میشه و خیلی ناراحت‌کننده است.,Negative,1
3. وجود کلید خاموش و روشن واقعا ضروریه، اینجوری هر بار باید سیم رو بکشم.,Negative,1
1. من از جنسش اصلاً راضی نبودم، خیلی زود خراب شد.,Negative,1
2. به نظر من خیلی سنگین بود و استفاده ازش راحت نبود.,Negative,1
3. اصلاً انتظارات من رو برآورده نکرد، فکر نمی‌کردم این‌قدر بی‌کیفیت باشه.,Negative,1
1. من باهاش نتونستم درست آب بگیرم، خیلی سخت بود.,Negative,1
2. لیمو ترش که میزنم، بیشتر از نصفش نمیاد.,Negative,1
3. فکر می‌کردم راحت‌تر باشه، اما خیلی ناامید شدم.,Negative,1
1. منم این قابلمه رو خریدم ولی کیفیتش اصلاً خوب نیست و زود زنگ می‌زنه.,Negative,1
2. چاپ آرمش هم خیلی بی‌کیفیت بود و اصلاً به نظرم اصل نمیومد.,Negative,1
3. به نظرم طراحی درش هم مشکل داره و بخار می‌ریزه، یه بار واقعا سوزن دستم کرد.,Negative,1
1. اصلا راضی نبودم، خیلی طول کشید و به نتیجه نرسیدم.,Negative,1
2. فکر می‌کردم راحت‌تره، اما مشکلات زیادی داشت.,Negative,1
3. تجربه‌ام خوب نبود، بارها برای پشتیبانی تماس گرفتم و جواب نگرفتم.,Negative,1
صدای این ماشین خیلی آزاردهنده است، اصلاً انتظارش رو نداشتم.,Negative,1
فقط بعد از چند روز استفاده، صداش خیلی بیشتر شد.,Negative,1
واقعاً فکر نمی‌کردم اینقدر صدا داشته باشه، ناامید شدم.,Negative,1
1. کیفیت صدا خوبه، ولی با گوشی‌های دیگه هماهنگی نداره و اذیت می‌کنه.,Negative,1
2. نسبت به قیمتش صداش عالیه، اما خیلی از گوشی‌ها رو ساپورت نمی‌کنه.,Negative,1
3. هدست به نسبت قیمت خوبه، ولی با برندهای معروف مشکل داره و کلا نمی‌ارزه.,Negative,1
1. من تجربه خوبی نداشتم، کار کردن باهاش خیلی سخت بود.,Negative,1
2. توی کارای ساده هم ناامیدم کرد، اصلا راحت نیست.,Negative,1
3. فکر نمی‌کردم اینقدر مشکل داشته باشه، اصلا راضی نبودم.,Negative,1
1. من تلویزیون سامسونگ رو گرفتم، ولی کیفیت تصویرش اصلاً اونقدری که میگفتن خوب نیست.,Negative,1
2. به نظرم رنگ سیاه توی تلویزیون سامسونگ خیلی ضعیفه و به اندازه‌ای که توی تبلیغات میگن، نمی‌رسه.,Negative,1
3. من با سامسونگ 8880 کار کردم، ولی نسبت به قیمتش، انتظارم بیشتر بود و خیلی راضی نیستم.,Negative,1
قاشق که خیلی سبکه، ولی بعد از چند بار استفاده رنگش عوض شد.,Negative,1
واقعا انتظارم بیشتر بود، بعد از چند بار شستشو خط‌خطی شد.,Negative,1
کیفیتش اصلا مثل تبلیغ‌ها نبود، از خرید کردنم پشیمونم.,Negative,1
۱. من هم یکی از اینها رو خریدم و لوله خرطومیش زود آسیب دید، نمایندگی هم هیچ کمکی نکرد.,Negative,1
۲. واقعا ناراحت شدم که لوله خرطومیشو نمی‌تونستم پیدا کنم، مجبور شدم با تعمیرگاه سر و کار داشته باشم.,Negative,1
۳. به نمایندگی که مراجعه کردم، گفتن فعلا نمی‌تونن لوله خرطومی رو تعویض کنن و باید,Negative,1
کیفیتش خوبه اما واقعا خیلی کوچیکه.,Negative,1
به نظرم اندازه‌اش اصلاً کافی نیست.,Negative,1
خوش ساخت ولی خیلی فرقی با محصولات ارزون‌تر نداره.,Negative,1
مدلش اصلاً جذاب نیست و کیفیتش هم خوب نیست.,Negative,1
واقعا با قیمتش نمی‌ارزه، از خریدش پشیمونم.,Negative,1
ظاهرش هیچ‌جوره با عکس‌هاش یکی نیست و ناامید شدم.,Negative,1
این محصول اصلاً به کیفیت advertised نبود.,Negative,1
خرید من خیلی ناامیدکننده بود و نتیجه‌ای نگرفتم.,Negative,1
انتظار بیشتری داشتم، اما هیچ تفاوتی حس نکردم.,Negative,1
1. من که از خریدم راضی نبودم، کیفیتش خیلی پایین‌تر از انتظارم بود.,Negative,1
2. با این قیمت فکر کردم بهتر از این باشه، اما واقعاً ناامید شدم.,Negative,1
3. خدایی قیمت خوبه، اما محصولش اصلاً به درد نمی‌خوره.,Negative,1
1. من هم همین مدل رو خریدم، دقیقا بعد از یکی دو بار استفاده، خراب شد و خیلی ناامید شدم.,Negative,1
2. کیفیتش اصلاً به انتظارم نمی‌خورد و بعد از چند بار کار کردن به کلی از کار افتاد.,Negative,1
3. فکر نمی‌کردم برند معروفی مثل بوش اینقدر ضعیف باشه، واقعا سرخورده‌ام.,Negative,1
کیفیتش اصلاً خوب نبود.,Negative,1
انتظار بیشتری داشتم، واقعا ناامید شدم.,Negative,1
خدماتش اصلاً به موقع نبود و خیلی اذیتم کرد.,Negative,1
کیفیت پخش صدا اصلاً خوب نیست، انتظار بیشتری داشتم.,Negative,1
میکروفونش خوبه ولی صدای خروجی کاملاً ضعیفه.,Negative,1
احساس می‌کنم برای کیفیت صدا قیمتش زیاد شده.,Negative,1
1. من یکی خریدم، صداش خیلی پایین بود و اصلاً راضی نبودم.,Negative,1
2. هنزفری که به دستم رسید، یکی از گوش‌هاش صدای بدی داشت و نمی‌تونستم استفاده کنم.,Negative,1
3. جفتی که خریدم صداشون یکی نبود و خیلی ناامید شدم.,Negative,1
1. دوربین خیلی کوچیکه و عملاً احساس نمی‌کنی که داری یه دوربین حرفه‌ای استفاده می‌کنی.,Negative,1
2. بنده هم با باتری مشکل داشتم، جدا کردنش برای شارژ خیلی اذیت‌کننده‌ست.,Negative,1
3. به جز دو مدل لنز واید که گفتی، هیچ گزینه‌ی دیگه‌ای نیست و خیلی محدود شدید.,Negative,1
1. من این دستگاه رو خریدم ولی بعد از چند بار استفاده خیلی ناامید شدم، تیغه‌ها به اندازه‌ای که فکر می‌کردم خوب نبودن.,Negative,1
2. متاسفانه عملکرد دستگاه با انتظار من هماهنگ نبود و خیلی زود دماش بالا می‌رفت.,Negative,1
3. به نظرم کیفیت ساختش مثل بقیه برندها نیست، بعد از چند هفته استفاده یه سری مشکلات پیدا کرد.,Negative,1
دقیقاً، منم تجربه خوبی با صفحه نمایش نداشتم و رنگ‌ها برام خیلی کمرنگ بود.,Negative,1
صفحه نمایشش خیلی زود خراشید، اصلاً راضی نبودم.,Negative,1
کیفیت تصویرش اصلاً خوب نیست، فکر می‌کردم بهتر باشه.,Negative,1
1. من همین دوربین رو از دیجی کالا خریدم، ولی بعد از چند ماه متوجه شدم که کیفیتش خیلی خوب نیست و ازش راضی نیستم.,Negative,1
2. فکر می‌کردم این دوربین برای قدرتمند بودنش خوب باشه، اما در عمل اصلاً انتظاراتم رو برآورده نکرد.,Negative,1
3. لنز کیتی که با دوربین بود خیلی ضعیف بود و هیچ تصویر خوبی ازش نگرف,Negative,1
1. قیمتی که داره، اصلا نمی‌ارزه با این کیفیت ضعیف صفحه‌اش.,Negative,1
2. پردازنده‌اش خیلی ضعیفه و نمی‌تونه کارهای ساده رو هم انجام بده.,Negative,1
3. باتریش زود خالی میشه و واقعاً از خریدش پشیمونم.,Negative,1
1. فکر می‌کردم رنگش طبیعی‌تره، اما روی پوست من خیلی مصنوعی شد.,Negative,1
2. با وجود اینکه روی پوست خوب نشسته، ولی به سرعت کمرنگ میشه.,Negative,1
3. انتظارم ازش بیشتر بود، چون بعد از چند ساعت رنگش عوض میشه.,Negative,1
1. من که از این پاک‌کننده راضی نبودم، به سختی آرایش رو پاک می‌کنه.,Negative,1
2. لیاقت یه ستاره هم نداره، همیشه باید چند بار استفاده کنم تا اثرش رو ببینم.,Negative,1
3. انتظار داشتم بهتر عمل کنه، اما واقعا برای آرایش سنگین ضعیف عمل کرد.,Negative,1
۱. منم لپ‌تاپ رو برای کارهای دانشگاهی خریدم، ولی یه مدت بعد از کار کردن باهاش کند شد.,Negative,1
۲. برای کارهای روزمره خوبه، اما وقتی می‌خوام فیلم با کیفیت بالا ببینم، خیلی اذیت می‌کنه.,Negative,1
۳. ظاهرش عالیه، ولی برای کار سنگین اصلاً گزینه‌ی مناسبی نیست.,Negative,1
فقط یک ماه بود که خریدم و به شدت داغ می‌کرد، اصلاً راضی نبودم.,Negative,1
مدت کمی بعد از خرید، کلا دچار مشکل شد و نتونستم استفاده کنم.,Negative,1
با اینکه روش نرم‌افزارهای سنگین نصب کردم، اما خیلی کند شده.,Negative,1
کیفیت خوبی داشت ولی بعد از چند ماه خراب شد و نمیدونم چرا.,Negative,1
امکاناتش خوبه ولی به درد من نخورد و خیلی زود بی‌استفاده شد.,Negative,1
قیمتش بالاست و انتظار بیشتری داشتم، الان حس می‌کنم پولم هدر رفته.,Negative,1
1. منم قبلاً راضی بودم، ولی حالا کیفیتش خیلی پایین اومده.,Negative,1
2. واقعاً قیمتش مناسبه، ولی خدماتش ضعیف شده.,Negative,1
3. من یه بار خریدم، ولی جنسش اصلاً به کیفیت قبلی نمی‌خورد.,Negative,1
۱. وقتی حالت مکش رو روشن کردم، اصلاً از پس گرد و غبار برنمیاد و ناامید شدم.,Negative,1
۲. قدرت دمندگی خیلی خوبه اما مکش به درد نمی‌خوره و واقعاً کلافه‌ام کرد.,Negative,1
۳. سیمش کوتاهه و باید مبدل بخرم، خیلی اذیت کننده است.,Negative,1
1. منکه با ویندوز خودم مشکل داشتم و نتونستم درست استفاده کنم.,Negative,1
2. برنامه‌های لنوو خیلی سیستم رو سنگین می‌کنن و اذیت می‌شدم.,Negative,1
3. قبل از نصب باید ویندوز رو عوض می‌کردم، الان پشیمونم.,Negative,1
۱. منم یه قابلمه خریدم، همون روز اول غذا ته گرفت و چسبید به کفش، خیلی ناامید شدم.,Negative,1
۲. خدمات پس از فروششون واقعا ضعیف بود، بعد از تماس‌ها هیچ خبری نشد.,Negative,1
۳. انتظار داشتم پیگیری بیشتری ازشون ببینم، اما بعد از یک ماه هنوز خبری نیست.,Negative,1
1. سلام، قفل کودک دستگاه خیلی سفت و سخت بود و به راحتی باز نشد.,Negative,1
2. دستگاه دارای جوجه‌گردان بود اما عملکردش اصلاً خوب نبود.,Negative,1
3. قفل کودک بیشتر به دردسر تبدیل شد تا امنیت بده.,Negative,1
من اصلاً راضی نبودم.,Negative,1
کیفیتش از انتظارم پایین‌تر بود.,Negative,1
دوستام هم ازش خوششون نیومد.,Negative,1
تبلت من بعد از چند ماه همش هنگ می‌کرد و مجبور شدم ریست کنم.,Negative,1
شارژش خیلی زود تموم می‌شد و اصلاً راضی نیستم.,Negative,1
کیفیت صداش بعد از چند ماه افت کرد و دیگه نمی‌شد گوش داد.,Negative,1
1. منم اینو داشتم، ولی فلش همیشه مشکل داشت و هیچ برنامه‌ای نمیومد توش.,Negative,1
2. صداش خیلی ضعیفه و اصلا نمی‌تونم باهاش موسیقی گوش بدم.,Negative,1
3. واقعا با فلش مشکل داشت، برنامه‌ها رو درست نمی‌شناخت و کلا ناامید شدم.,Negative,1
1. منم تجربه‌ی بدی داشتم، یه بار که شستمش خط افتاد و کلی اذیت شدم.,Negative,1
2. خیلی خوبه ولی یه بار که با آب داغ شستمش، خط افتاد و خراب شد.,Negative,1
3. استفاده‌اش راحت نیست، من چند بار اشتباه کردم و خط افتاد، حالا نگرانم.,Negative,1
کیفیتش زیاد خوب نبود برام.,Negative,1
انتظار بیشتری داشتم، به نظرم مناسب نیست.,Negative,1
سرویسش خیلی کم و بی‌کیفیت بود.,Negative,1
1. من هم استفاده کردم، ولی کیفیتش اونطور که فکر می‌کردم نبود.,Negative,1
2. چند وقت پیش یکی از مدل‌های چینی رو گرفتم و اصلاً راضی نبودم.,Negative,1
3. سیستم صداش خیلی خوب نیست و بعضی وقتا قطع میشه.,Negative,1
1. واقعا حیف که این یخچال به جای آب سردکن فقط یخساز داره و باید هر بار مخزن رو پر کنم.,Negative,1
2. کاش از این امکانات استفاده بهتری می‌شد؛ پر کردن آب دستی خیلی خسته‌کننده‌ست.,Negative,1
3. امیدوار بودم که آب سردکن داشته باشه، ولی فقط یخساز داره که خیلی محدودم کرد.,Negative,1
1. واقعاً انتظارم بیشتر بود.,Negative,1
2. کیفیتش به نظرم خوب نبود.,Negative,1
3. برای من جالب نبود و خسته‌کننده بود.,Negative,1
1. من یه تجربه بد داشتم و تفال اصلاً خوب نبود.,Negative,1
2. متأسفانه تفال کیفیتش رو از دست داده.,Negative,1
3. برای من تفال خیلی ناامیدکننده بود.,Negative,1
واقعا از خدماتشون ناامید شدم، هیچ کمکی نمی‌کنن.,Negative,1
بازی با قیمتشون عالیه ولی وقتی به مشکل می‌خوری، هیچ کسی جوابگو نیست.,Negative,1
من هم با یه قطعه مشکل داشتم و خیلی سخت پیدا کردم، اصلاً راضی نیستم.,Negative,1
پرینتر بعد از چند ماه کار کردن، کیفیتش کم شده و کلا خراب شد.,Negative,1
بدنه‌اش خیلی زود خش افتاد و به نظر نمی‌رسه محکم باشه.,Negative,1
سرعت چاپش خوب نیست و بیشتر وقت‌ها دچار گیر میشه.,Negative,1
1. صدای کمش خوبه، ولی دهانه‌ش خیلی کوچیکه و باید مدام میوه‌ها رو خرد کنم.,Negative,1
2. جدا کردن قطعاتش آسونه، ولی واقعا گارانتی‌اش فایده‌ای نداشت.,Negative,1
3. آبمیوه‌گیری را خریدم، ولی کیفیتش به انتظارم نرسید.,Negative,1
خیلی خوب نبود، انتظار بیشتری داشتم.,Negative,1
کیفیتش به نظرم باید بهتر می‌شد.,Negative,1
اصلا رو حساب نظرات مثبت نیومد!,Negative,1
1. من هم تجربه خوبی از کنوود نداشتم، کیفیتش نسبت به بقیه برندها خیلی پایین‌تره.,Negative,1
2. باورم نمیشد با این قیمت، اینقدر زود خراب بشه، واقعا ناامید کننده بود.,Negative,1
3. فکر میکردم کنوود با کیفیت‌تره، اما بعد از خرید خیلی پشیمون شدم.,Negative,1
- کیفیت خدمات اصلاً خوب نبود و انتظار بیشتری داشتم.,Negative,1
- به نظرم قیمت‌ها بیشتر از چیزی که ارزشش رو داشته باشند، هستند.,Negative,1
- تجربه‌ام خیلی خوب نبود، با توجه به تبلیغاتی که می‌دیدم.,Negative,1
1. برای یخ زدایی خوب نیست، گاهی بیش از حد گرم می‌کنه.,Negative,1
2. ظاهرش خوبه، ولی عملاً کارایی که می‌خواستم رو نداره.,Negative,1
3. انتظار داشتم بهتر عمل کنه، ولی خیلی داغ نمی‌شه.,Negative,1
1. اصلاً انتظار نداشتم اینقدر کیفیت پایین باشه.,Negative,1
2. بعد از خرید متوجه شدم که خیلی بهتر از اینم پیدا می‌شه.,Negative,1
3. به نظرم قیمتش با کیفیتش همخوانی نداشت.,Negative,1
1. من این اتو رو خریدم ولی اصلاً انتظارم رو برآورده نکرد و نسبت به قیمتش کیفیتش پایین بود.,Negative,1
2. ظاهرش خوبه ولی بعد از چند بار استفاده دیگه خوب داغ نمیشه و کار کردن باهاش سخت شده.,Negative,1
3. اتو خیلی سنگینه و بعد از چند دقیقه کار کردن واقعاً دستم خسته میشه.,Negative,1
1. بعد از یه مدت، باطریش مثل آب رفت، نتونستم از گارانتیش استفاده کنم.,Negative,1
2. باطریش خیلی زود خراب شد و خیلی ناراحت شدم که گارانتی به کار نیومد.,Negative,1
3. باطریش بعد از یک سال خراب شد و اصلاً نتونستم از خدماتش استفاده کنم.,Negative,1
1. من با این کانفیگ کار کردم و متاسفانه توی ادیت ویدیوها مدام هنگ می‌کرد.,Negative,1
2. ویندوز با این سیستم خیلی کم‌اقبال بود، واقعا انتظار بیشتری داشتم.,Negative,1
3. برای کارهای حرفه‌ای به نظرم باید هزینه بیشتری کنید، این سیستم جواب نمی‌ده.,Negative,1
بازی خیلی خوبه ولی بعد از مدت کوتاهی داغ میشه و اذیت کننده‌ست.,Negative,1
داستانش خوبه ولی مشکل شارژ دسته‌ها واقعا رو اعصابه.,Negative,1
نسخه قبلی خیلی بهتر بود، این یکی کیفیتش پایین اومده.,Negative,1
1. لپ تاپ خوبی نیست، منم از اچ پی گرفتم ولی خیلی ازش راضی نیستم، سرعتش پایینه.,Negative,1
2. متاسفانه صفحه کلیدش ایراد داشت و نتونستم باهاش کار کنم، دیگه اعتماد نکردم.,Negative,1
3. سرویس دیجی کالا هم به نظر من خیلی خوب نبود، دیر به دستم رسید و پیگیریشون هم ضعیف بود.,Negative,1
1. من هم همین مشکل را داشتم، هیچ دفترچه راهنمایی نداشت و واقعا گیج شدم.,Negative,1
2. وایرلس پرینتر هم خیلی اذیت کرد و نتونستم مثل باید از گوشی پرینت بگیرم.,Negative,1
3. نصب نرم‌افزارش خیلی سخت بود و به نظرم باید راهنمای بهتری می‌ذاشتند.,Negative,1
1. من این مدل رو خریدم، ولی بعد از یک ماه با مشکلات زیادی مواجه شدم.,Negative,1
2. لپ تاپ من هم بعد از خرید خیلی زود خراب شد و واقعا ناامید شدم.,Negative,1
3. به نظرم این مدل اصلاً به اون خوبی که می‌گن نیست و سرعتش پایین‌تر از انتظار بود.,Negative,1
1. هدفونی که خریدم اصلا راحت نبود و بعد از چند دقیقه گوشمو اذیت کرد.,Negative,1
2. بعد از چند بار استفاده، شدیدا حس کردم گوشام میخاره و اصلاً راضی نیستم.,Negative,1
3. انتظار بیشتری داشتم، ولی در نهایت تجربه خوبی نبود و خیلی ناراحت شدم.,Negative,1
لپ تاپ زود داغ می‌کنه و شارژش خیلی زود تموم می‌شه.,Negative,1
تو نصب ویندوز خیلی دردسر داشتم و به راحتی راه نیفتاد.,Negative,1
کیفیت ساختش اصلاً خوب نیست و احساس می‌کنم زود خراب میشه.,Negative,1
کیف کوچیکه، ولی من یه تب سنج جیوه‌ای می‌خواستم که نداشت.,Negative,1
سایز کیف خوبه، اما تب سنجش خیلی قدیمی و بی‌کیفیت بود.,Negative,1
کیف به درد خودرو می‌خوره، اما تب سنجش عملکرد خوبی نداشت.,Negative,1
1. من هم همین مدل رو خریدم ولی بعد از چند ماه ناگهان خاموش شد، خیلی ناامید شدم.,Negative,1
2. فکر می‌کردم کیفیتش خوبه، اما بعد از چند هفته دیگه روشن نشد.,Negative,1
3. من هم چنین مشکلی داشتم، لپ‌تاپ خیلی کند شد و بعدش یک دفعه خاموش شد.,Negative,1
1. صداش خیلی ضعیفه و بیسش اصلاً قابل توجه نیست.,Negative,1
2. انتظار داشتم کیفیت بهتری داشته باشه، ولی خیلی ناامید شدم.,Negative,1
3. واقعاً این یه چیز عادیه، بیس نه، صدای هم ندارم که بگم خوبه!,Negative,1
1. من از کفی اتو راضی نبودم، اصلاً با پارچه تماس خوبی نداشت و کار رو سخت می‌کرد.,Negative,1
2. اصلاً از بخار اتو راضی نیستم، خیلی ضعیف عمل می‌کنه و پارچه‌ها رو صاف نمی‌کنه.,Negative,1
3. طراحی اتو زیباست ولی جنس بدنه‌اش کیفیت خوبی نداره و زود خراب شد.,Negative,1
چند بار امتحان کردم، ولی چسبش اصلاً خوب نیست.,Negative,1
چسبید اما بعد از چند دقیقه شکسته شد.,Negative,1
کیفیتش اصلاً به اون چیزی که فکر می‌کردم نمی‌رسد.,Negative,1
1. من که ازش راضی نبودم، سرعتش خیلی کم بود و زود داغ می‌کرد.,Negative,1
2. با این مشخصات، انتظار بیشتری داشتم، گرافیکش اصلاً به درد نمی‌خوره.,Negative,1
3. طراحی شیک هست، ولی بعد از چند ماه استفاده، کیفیت بدنه افت کرد.,Negative,1
متوجه نشدم چرا اینقدر عالیه، من خیلی ناامید شدم.,Negative,1
فکر می‌کردم بهتر از این باشه، ولی نه.,Negative,1
خودم رو فراموش کردم که تجربش کنم، خیلی تحت‌تاثیر نبودم.,Negative,1
1. من این لباسشویی رو خریدم اما بعد از دو هفته شروع به سر و صدا کرد و خیلی ناراضیم.,Negative,1
2. طراحی خوبه، ولی ماشین بعد از چند بار استفاده از کار افتاد و دیگه کار نمی‌کرد.,Negative,1
3. به نظرم مصرف آب و برقش به اندازه‌ای که میگن نیست و خیلی ناامید شدم از خریدش.,Negative,1
