clean_text,gpt_label
تفکیک صدا کاملا عالی بالانس بسیار خوبی بین بم و مید و لو داره بیس بیشتر از این ندیدم و تجربه نکردم حتی رو هدفون اچ دی 450 آنالیز صدا بالاست کمی تو بیس و بم تو ریتم صدای ووکال زیر شفافیتش کمتر میشه که برای هدفون های زیر پونصد طبیعی هست قدرت بالایی داره من رو لپتاپ بالای شونزده درصد اذیتم میکنه شانزده ها نه شصت اما رو گوشی شصت درصد کاملا مناسب هست رو آهنگ های لایت با ووکال مداوم تا برهوت بالا میره کیفیت بعضی هدفون ها برای گیم و بیس هستن مثل رازر کراکن پرو بعضی برای ووکال و موزیک که شامل این مدل هست که الالن رو آمازون پنجاه دلار هست و مال دوهزار و چهارده البته الان هم ساخته میشه البته قبلا هشتاد دلار بود و افت کرده,Positive
اقا من این هدفون رو گرفتم اوایلش خیلی خوب کار میکرد اکثر افرادی که میگن خوبه تازه خریدنش بعد از مدتی حدودا 6 ماه این چرخ های اطرافش در میاد بعد صداش از یه طرف قطع میشه من که پشیمون شدم پولم رو ریختم دور,Negative
جمعه از دیجی سفارش دادم امروز به دستم رسید خیلی هدفون باکلاسیه کیفیت صداش خیلی خوبه و هم عالی مخصوصا برای اونی که موزیک سبک رپ و هیپ هاپ و متال و راک گوش میدن کلا برای موزیک گوش دادن خیلی خوبه وصداش بدون نویزه وفرکانس پاسخگویی هم که دیگه تو مشخصات فنی نوشته با این فرکانس همه صداهارو چه زیر چه بم میتونی بشنوی نسبت به قیمتش خیلی خوبه اگه در همین حد بودجه دارید و یه هدفون خوب برای موزیک گوش دادن میخواهید تو خریدنش شک نکنید تنها بدی که من دیدم اینه که وقتی زیاد میزاری رو سرت پد هاش عرق میکنه و یکم رو سر اذیت میکنه ولی اگه درحد یک ساعت باهاش کار کنی همچین حسی پیدا نمیکنی,Positive
امروز به دستم رسید علاوه بر مرتیال ساخت قویش و تنظیم سایز درجه ای اندازش کیفیت صدا واقعا فوق العاده ای داره شما هیچ هدفون دیگه ای با این سایز درایو و بازه ی پشتیبانی زیر سیصد هزارتومن در برند های دیگه ندارید قطعا پیشنهادش میکنم,Positive
کیفیت صدای خوبی داره طراحی زیبا گوش رو هم اصلا اذیت نمیکنه,Positive
خیلی عالیه ولی تنها مشکلی که داره کوتاه بودن سیمشه که کسایی که مثل من موقع فیلم دیدن تا اون سر اتاق میرن به مشکل بر می خورن که اونم با یه کابل افزایش طول حل میشه وگرنه خیلی راحته و صداهای اطراف هم وقتی که صدا خیلی کمه میشنوین من فقط برای فیلم دیدن و آهنگ گوش دادن خریدم ولی قطعن گوشی های خیلی بهتری برای بازی پیدا میشه,Positive
خوب ابتدا از فعالین دی جی کالا تشکر میکنم خوب من کارم ساخت صدا برای بازی ها هست و این هدفون گزینه مناسبی برای این کار هست و به دوستانی که تو این زمینه فعالیت دارن پیشنهاد میکنم چون متناسب با رنج قیمتی که هست بهترین گزینه است البته مدل هی هم خوب هستن ولی نه در این رنج قیمت سبک موزیکی من گوشم میکنم متال دث و دووم و حس خوبیو به شما انتقال میده البته در بخش موزیک های ار اند بی و هیپ هاپ هم پاسخ گویی خوبی داره در کل گزینه خوبیه برای خرید تنها مشکل اینکه شاید حس گرما کنید تو تابستون همین که مهم نیس عرق نمیزنه فقط یه گرمای لطیف,Positive
باتشکر از دیجی کالا این کالا را من خریدم کیفیت صدا و ساخت خیلی عالی داره ولی اگر کنترلر صدا و تعویض تراک داشت دیگه حرف نداشت و نسب به قیمتی که من خریدم با تخفیف ویژه ای که داشت خیلی عالیه,Positive
من دو روزه این هدفون رو گرفتم صدا رو کاملا به بیرون انتقال میده مخصوصا وقتی صدا رو زیادش کنی ولی در مقایسه با 3 هدفونی که توی همین رنج قیمت دارم و تست کردم صداش از همشون بهتر بود,Positive
سلام من خریدم ارزش نداره تبدیل که میخوره زیاد قطع میشه صدا,Negative
از نظر بنده به هیچ عنوان ارزش خرید رو نداره,Negative
این هدفون دارای صدای بسیار خوبی هست روئ گوش سبک و راحت هست طوری که شما احساس نمیکنید هدفون روی گوش شما هست در جواب دوستی که میگوید کیفیت ندارد توجه داشته باشید که اکولایزر گوشی و کارت صدای کامپیوتر را باید تنظیم کرد و از یک پلیر با کیفیت باید استفاده کرد من هدفون 150 هزار تومانی نویز کنسلینگ پاناسونیک را هم دارم ولی صدای این خیلی بهتر هست من هم روی گوشی تست کردم هم روی کامپیوتر صدا واقا بی نقص هست,Positive
بی کیفیت در هر زمینه,Negative
با سلام کیفیت و تفکیک صدای بسیار خوبی داره,Positive
پیشنهاد میکنم برای گوشهاتون ارزش قائل بشید و یه آدیو تکنیکا و یا سنهایزر بخرید لذت از هنر موسیقی و زندگی با ارزش تره از یه کم هزینه,Positive
زیاد با کیفیت نیس ولی نسبت به قیمش خوبه واسه دم دست بدرد میخوره,Positive
راضیم ازش قبلا 375 سنهایزر داشتم که برا اونم کامنت گذاشتم بخوام مقایسه کنم کیفیت ساخت اون فوق العاده بهتره اما کیفیت صداشون حدوداً مثل همه ولی کیفیت این تو حداکثر صدا یکم بهتره ولی هر هدفونی که میخرین رو نصب کنین و تنظیمات مناسب همون هدفون رو استفاده کنین,Positive
من این گوشی رو با 9 تو یه سری از دیجی کالا خریدم و دقیق با هم مقایسه کردم یه سر و گردن از اون سونیه مدلشو نوشتم سرتره هم از لحاظ تمیزی صدا هم از لحاظ راحتی تو گوش اون سونیه قیمتش از دوبرابر این هم بیشتره,Positive
این مخلوط کن به نسبت قیمت محصول خوبیه و نکته ای که داره این هست که همه قطعات جدا میشه و راحت تمیز میشه تنگ شیشه ای هم با کیفیت هست و محکم,Positive
دستگاه خوبی هست کیفیت ساخت و قدرت کارایی آن قابل قبول است,Positive
دستگاه خوب و مناسبی ارزش خریدن و داره من ک راضیم,Positive
کیفیت صدا عالی در رده قیمتی طراحی نسبتا عالی و شیک اگر کمتر هزینه میکنید در خریدش شک نکنید گول ظاهر سایر محصولاتم نخورید,Positive
سلام دوستای عزیزم من دیروز این محصول رو خریداری کردم واقعاً خوبه کیفیتش صداش هم خیلی خوبه حجم صداش هم بستگی به سیستم تلفن همراه و کیفیت موزیکتون داره در کل واقعاً ممنونم دیجی جان,Positive
هدفون خوبی هست کیفیت ساختش بنظرم یکم ضعیف هست ولی گوش رو اذیت نمیکنه سیم بلندی داره ولی نازک هست اگر به خوبی نگهداری نشود احتمال هست زود از بین برود پخش صدا و تفکیک صداش خوبه ساخت چین هم هست,Negative
هدفون خوبی هست کیفیت ساختش بنظرم یکم ضعیف هست ولی گوش رو اذیت نمیکنه سیم بلندی داره ولی نازک هست اگر به خوبی نگهداری نشود احتمال هست زود از بین برود پخش صدا و تفکیک صداش خوبه,Positive
محصول خوبیه نقد این محصول رو از نقاط قوت و ضعف حتما بخونید,Positive
الان تقریبا یک سال هست خریدم و خیلی ازش راضیم,Positive
عاالیییییییییییییه,Positive
متاسفانه مشکل بزرگی که این تلویزیون داره اینه که وقتی کابل اچ دی ام ای دستگاه بهش وصل میشه آنتن تلویزیون میپره و سیگنال نمیده که من فکر میکنم این مشکل تو نمونه های گلدیرانی باشه اگر کسی راه حلی داره ارائه بده ممنون میشم,Negative
واقعاً عالیه البته ما از دیجی کالا نخریدم ولی از نظر وضوح تصویر و صدا واقعا راضی کننده است اما اگه خواستین بخرین 55 اینچ و 49 زیاد فرق ندارن حدود چهار پنج ماه خریدم راضی ام الجی در زمینه نمایشگر ها رقیب نداره,Positive
من تازه این مدل رو خریدم کلا راضیم ازش کلا محصولات الجی همیشه عالیه از گارانتی گلدیران هم تشکر میکنم مثله همیشه سریع اومدن نصب کردن از همه ی پرسنل دیجی کالا هم تشکر میکنم مثله همیشه سر وقت با خیال راحت و قیمت مناسب تحویل دادن,Positive
به نسبت هزینه و امکاناتی که در اختیار قرار می دهد کاملا خرید را در شگفت انگیز توجیح می نماید,Positive
درحالت 4 حرف نداره,Negative
امروز نصبش کردم هنوز خیلی باهاش کار نکردم ولی تو این چند ساعته نقطه ضعفی ندیدم,Positive
با ی ضربه کوچک پنلش شکست واقعا ضعیفه,Negative
سلام کیفیت تصویر و امکاناتش عالیه,Positive
تازه بدستم رسیده عالیه واقعا بی نظیره شیک و مدرن,Positive
اگه شک دارید از خرید این جارو برقی با خیال راحت خرید کنید چون دستگاه فوق العاده راحتیه مکش عالی بدون دردسر سبک موتور اون یک و پانصدی هم همینه فقط نماینده ال جی برای مهر و امضا گارانتی 18 تومن الکی گرفته و شما هم باید بدید تا گارانتی بشید روی لباسشویی و تلویزیون هزینه نمیگیرن خیلی جالبه,Positive
بهترین دستگاه توی این رنج قیمته,Positive
دوستان باید عرض کنم این کولر برای مناطق حاره ای گرمسیری ساخته شده کمپرسور بسیار قوی داره واسه همینم به سرعت خونه رو سرد می کنه اما اینو بگم هنگام سرد کردن در حالت حداکثر یعنی روی 18 درجه سانتیگراد حدود 14 آمپر جریان می کشه اگه بذارینش رو حالت جت کول 17 آمپر برق مصرف میکنه اینایی که میگم با مولتی متر اندازه گرفتم اما به نظرم جای نگرانی واسه مصرفش نیست چون وقتی به دمای خواسته شده می رسه مصرفش واقعا کم می شه من دما رو روی 25 میذارم ابتدا 11 آمپر مصرف می کنه ولی بعد از حدود 40 دقیقه کار کردن می رسه به 8 آمپر اگه بذارمش رو 26 می رسه به 4 آمپر و با دمای 27 درجه سانتیگراد می رسه به مصرف خیره کننده 1 8 آمپر که بی نظیره واقعا نگران مصرفش نیستم از قدرت سرمایشش که دیگه نگو عالی کم صدا هم یونیت داخلی هم یونیت خارجی حالت تصفیه هوا حالت خواب حالت رطوبت زدایی سریع فقط چند تا مشکل هست اونم اینه که ال جی گلدیران یه دروغ گوی به تمام معنا هست چون مصرف واقعی این دستگاه رو تو سایت و کاتالوگ هاش نمی نویسه دوم این که همه جا نوشته 10 سال ضمانت کمپرسور ولی تو برگه ضمانتش نوشته 5 سال با این وضعیت فکر می کنم اگه خدایی نکرده روزی به خاطر خرابی گذرمون به گلدیران بیوفته خدا می دونه چجوری می خوان جوابگو باشن اینا,Negative
حتماپیشنهادمیکنم عالیه من تاحالا4تاجشنوا زش استفاده کردم توفضای بازعالیه,Positive
من این دستگاه از جای دیگه ای خریداری کردم ولی با این پولی که میدید و مقایسه با دستگاهای دیگه البته برند خارجی پاناسونیک و سونی 35 درصد قیمتشه اگر پول بیشتری میخواید هزینه کنید پاناسونیک ولی تو این رنج قیمت یه دستگاه ایده عال هست,Positive
من این کولر رو از دیجی گرفتم ولی متاسفانه لوله رایگانشو نفرستادن و 40 روز بعد بهم گفتن از بازار تهیه کنم و عکس فاکتورشو براشون بفرستم تا پولشو بدن خب این وسایل سنگین رو خود دیجی نمی فرسته و با باربری می فرستن و من خیلی بابت این پیگیری نکردن دیجی و اقدام طولانیش اذیت شدم پیشنهاد می کنم از بازار و با خیال راحت بخرید تا مثل من اذیت نشید و اگه کم و کسری داشت همونجا به فروشنده بگید در ضمن برای اون دوستی که گفتن نصب رایگان کلا شرکت ال جی می گه نصب رایگان ولی نصاب که میاد پول اقلام مصرفیشو از آدم می گیره و این هم یه جور کلاه گذاشتن سر مردمه,Negative
هشت ماهه دارمش هم گرما هم سرماش عالیه تو شمال خروجی ابش خیلی زیاده باید لوله خروجی اب رو به فاظالب وصل کرد اما درستش اینکه جمعش کنید تو تابستون برای اب دادن گلها استفاده بشه تو گرما پنل داخلیش یکم میلرزه پنل خارجیش یخ میزنه بجا خروجی ابش از بدنش چکه می کنه تو حالت گرمایشی وقتی میره تو حالت خالی کردن اب یه ثانیه صدای ناجوری ازش در میاد در مل عالیه,Negative
ھدفونہ خوبیہ عالیہ بخرہدپشیمون نمیشید,Positive
فکر کردم به پای قیمتش خوبه اما نه مدلش وظاهرش خخیلی بیخوده,Negative
من خیلی ازش راضی هستم واقعا واسم کارایی داره باهاش همه چی هم درست میکنم کیک و لازانیا و غذاهای شبیه به اینم خشک نمیکنه ممنونم دیجی کالا,Positive
من دارمش واقعا ازش راضیم بهترینه غذاهارو اصلا خشک نمیکنه کیک و لازانیاو همه چی باهاش درست میکنم ممنون دیجیکالا,Positive
بیشتر از دو ساله که از دیجی کالا این محصول رو ارزونتر از همه جا تهیه کردم و بدون هزینه برام تا طبقه پنجم آوردن بالا و غیر از ادب و متانت و روی خوش هیچی از کارگرای عزیز دیجی کالا ندیدم و هنوز که هنوزه چهره اون دوست خوش برخورد در ذهنمه هرجا هست موفق و پیروز باشه و اما در مورد محصول متاسفانه توقف تولید شده ولی هنوز توی بازار موجوده و به چشمم میخوره برای خانواده زیر سه نفر بهترین گزینه ست و حرف نداره کیفیت فوق العاده و بدون ایراد داره کار میکنه,Positive
با سلام این ساندبار صدای شفاف و کاملا رضایت بخشی داره بلندی و حجم صدا هم برای برگزاری یک جشن در منزل کفایت کننده است در حالت تنظیمات پیش فرض دستگاه بیس کمی بیش از حد زیاد و کوبنده ست که توصیه میشه با استفاده از تنظیمات حداقل یک درجه کمتر بشه در مجموع پخش بسیار دلچسب و گوشنوازی داره,Positive
یه یخچال مناسب و کم مصرف و کم صدا و مدرن برای یه خانواده 4 نفره به نسبت قیمت اش عالی است,Positive
این خچال فریزر جایخی دارد و البته بعد از بازکردن بسته بندی یک قالب یخ داخل یخچال است مشکل از آنجایی شروع میشود که قالب یخِ پر شده از آب به هیچ عنوان یخ نمیبندد و صرفا تزئینی ست نمایندگی رسمی هم زنگ بزنید به شما میگه این مدل صرفا یخچاله و نه یخچال فریزر این محصول تحت لیسانس ال جی و در هند مونتاژ شده در مجموع اگه میخواید برای مغازه استفاده کنید یا صرفا بعنوان یخچال مناسب شماست در غیر این صورت رسما پول دور ریختنه چون نمایندگی هم پاسخگو نیست,Negative
دستگاه خوبیه من از چندین جا قیمت گرفتم حتی امین حضور هم با همین قیمت فروخته میشه البته من چون با تخفیف ویژه گرفتم زیر قیمت بازار در اومد امکانات خوبی داره کانوکشن فن گردش هوای داغ لامپ حرارتی مادون قرمز و از همه مهمتر اینورتر در دستگاههای فاقد اینورتر وقتی شما قدرت دستگاه و روی 50 درصد تنظیم میکنید قدرت مگنترون تغییر نمیکند و فقط دستگاه مرتب خاموش روشن میشود ولی اینورتر توانایی کاهش قدرت مگنترون را دارد که باعث میشود با توجه به نوع استفاده قدرت مناسبی اعمال شود و مثلا گوشت هنگام یخزدایی پخته نشود مزیت دیگر دستگاه درب آن است که از بالا باز میشود در کل دستگاه خوبی است ولی اگر فقط برای گرم کردن غذا قصد خرید دارید مدلهای ساده تر که خیلی ارزانتر است پیشنهاد میشه,Positive
سلام دستگاه مودرنظر دارای جوجه گردان و قفل کودک میباشد,Positive
یه مقدار صدای آب به گوش می رسد,Negative
با داشتن دستور پخت های متنوع ایرانی خیلی راحت میشه باهاش کار کرد,Positive
فوقالعاده ست از خریدش یکسال میگذره تا الان اخ نگفته لازم بذکر که من ارشیو فیلم دارم و استفاده زیادی ازش میکنم,Positive
بسیار عالی و با کیفیت,Positive
دستگاه خوبیه من از روزی که خریدم دخترم همش در حال کارتون دیدنه و تا حالا مشکلی نداشتم باهاش,Positive
سلام دوستان این جاروبرقی واقعا عالی هست فقط حواستون باشه برای فعال شدن کارت هدیه حتما فاکتور رو بگیرید وگرنه مثل من بی جایزه میمونید گلدیران بدون فاکتور هدیه رو فعال نمیکنه که این هم باید اطلاع رسانی میشد,Negative
محصولات ال جی بسیارخوب هست من حدود 2 5 سال عست دارم استفاده میکنم راضی عستم از دیجی خریدم تعقیصداش کمی زیاده البته اون هم بخاطر قدرت بسیار زیاد موتور وگردبادی بودن استبگرش بسیار خوبه تمام خاکها و پرزها رو به خوبی جمه میکنه و فشرده میکنه به آسانی تمیز میشه,Positive
قابلیت تعقیبش خیلی خوبه ولی کیفیتش خیلی نا امید کنندست کره ای ها هنوز محصولاتشون به کیفیت محولات آمریکا اروپای غربی و ژاپن نمیرسه اما از چینی ها بهترن من این جارو برقی رو از دیجی کالا گرفتم اما بعد از کمتر از یکماه سیم جمع کنش خراب شد بردم نمایندگی وقتی بازش کرد خودم از متریال مکانیزم سیم جمع کنش تعجب کردم خیلی ضعیف بود عین کاردستی بچه ها صداشم یکم زیاده که بخاطر سطلی بودنشه,Negative
سلام بنده این ساند بار رو عید امسال از فروشگاه ال جی خریدم قیمت با دیجی فرقی نداشت اون موقع دیجی موجود نداشت برای همین از چارسو جمهوری خریدم این سندبار به خاظر رنگ مشکی کلی از مدل 5 نقره ای ارزان تر هستش و به نظر من اگر برای شما رنگ بندی مهم نیست همین رنگ مشکی که ارزان تر هم هست را بگیرید 5 صدای این ساندبار باکیفیت هست و خیلی گول ابعاد کوچک ساب اون را نخورید شیشه های بوفه خونه ما را به شدت میلرزاند اگر اهل گوش کردن مو سیقی یا فیلم هستید در خرید اصلا تردید نکنید نکته ای که این ساند بار دارد که باور بفرمایید باور بفرمایید خود کارشناس نصب ال جی هم نمیدونست سیستم اتصال بیسیم چیزی عیر از بلوتوث و وایرلس با تلویزیون های هوشمند ال جی هست جوری که فقط تلویزیون هوشمند ال جی میتواند به آن وصل شود ولی اگر تلویزیون شما ال جی نیست نگران نباشید زیرا راه های اتصال متعددی وجود دارد برای آن دسته از دوستانی که سوال دارند که آیا میتوان گوشی موبایل را به آن وصل کرد باید بگم بله میتوان همه ساند بار ها از هر کمپانی امکان دارند به نظر من صدای ساندبار های دیگری مثل رو هم بشنوید بعد تصمیم به خرید بگیرید تو همین رنج قیمت البته چیزی که من تست کردم این بود که صدای از همه بهتر بود,Positive
فوق العاده کم صدا و با شستشویی عالی,Positive
من این محصول رو حدود 400 هزار تومان زیر قیمت نمایندگی گلدیران با کد تخفیف از دیجیکالا تهیه کردم البته بدون در نظر گرفتن هدیه گلدیران نصب سریع و رایگان و راحتی و بی صدا بودن از دیگر مزایای این محصول هست در کل از خریدم راضی هستم و اگر نمیخواین زیاد هزینه کنید نسبت به مدل های بالا و دار انتخاب خوبی میتونه باشه,Positive
بسیار با کیفیت با تکنولوژی روز و زیبا,Positive
ما که نداشتیم شما بخرید میکن خوبه,Negative
من این باندو بخاطر زود باید به دستم میرسید از بیرون تهیه کردم با بلوتوث پنج تا 10 متر بدون قعطی جواب میده کیفیت صداش عالیه محشره فولم بکنی صدای باند با ورودی رو بازم نویز و خش نمیوفته بیس قابل تنظیمه و میشه نرم کرد و ویبره ای و کوبشی توی حالت کوبشی با حداقل بیس چهارستون خون میلرزه راستش روی مکس نداشتم بیس رو ولی عالیه عالی رقص نورش فکر کنم ده مدل نورپردازیه مختلف داره که وقتی ترک رو پخش میکنید با بیس ترک نورپردازی انجام میشه رقص نورش واقعا عالیه و فلشی هم که داره بد نیست اون دوستانی ک میگن صدا کمه یا بیس نرمه باید از قسمت یوزر تنظیماتو انجام بدن در پشت ورودی داره و دوتا فلش سی دی مخصوص پخش ترک دو ورودی میکروفن و در جلو با قابلیت کارائوکه صدای خواننده حذف میشه و با یک میکروفن میتونید روی بیت بخونید در مجموع ارزش خریدش خیلی بالاست من تو نمایندگی با مدل سونی مقایسه کردم و با خوده ال جی هم مقایسه کردم خیلی قدر تره فقط تنظیماتشو باید یاد بگیرید قسمت دی جیش هم انچنان کامل نیست و مختص به ی سری صدا ها میشه و مانور خاصی نمیشه روش داد وقتی فیلم جنگی میبینی یا بازی مثله 2 رو پلی میدی صدای تیر خمپاره ها فوق العادست ببخشید طولانی شد,Positive
هیچ ایرادی نداره عالیه,Positive
کسی که صدای سونی رو شنیده باشه هیچ وقت سراغ ال جی نمیره,Negative
بهترین انتخاب تو این رنج قیمت تو خریدش شک نکنین دیجی کالا از نمایندگی های خود الجی ارزون تر میده بهتره از خود دیجی جون تهیه کنید,Positive
تازه امروز رسید به دستم و بعد برسسیش حیفم اومد نظری ندم محصول خیلی خوبیه تمام دی وی دی های فیلم منو با زیرنویس نشون میده و فایل های فرمت توی فلش من رو هم پخش میکنه و زیرنویسشم همونطوری که بقیه دوستان گفتن باید مثل اسم فیلم بکنید و اگرم ناخوانا پخش شد همون کاری کنید که دوستمون پایین تر گفتن چون برای من یکی دو زیرنویس اینطوری بود که بعد اون تغییر درست شد موسیقی هم باهاش گوش کردم که خیلی خوب بود یک دستگاه همه چی تمومه برای کسایی مثل من که ارشیو بزرگی از فیلم دارن و فیلم زیاد میبینن,Positive
لرزش کاملا طبیعی ولی اگر روش وسیله ای باشه قطعا توی صداش تاثیر منفی داره پس زیرش خوب تنظیم و روش کامل خالی,Negative
صدایی که این محصول ال جی تولید می کنه قابل مقایسه با هیچی نیست تکنولوژی باعث میشه که واقعا مرزهای واقعیت از بین بره کافیه که این ساند بار رو به دستگاهی مثل که جزو معدود گجت هایی هست که رو پشتیبانی میکنه وصل کنید و یه فیلم اصلی با پشتیبانی از رو باهاش پخش کنید تا لذت دنیا و قیامت رو ببرید ازش ارزش تک تک تومن هایی که میدین رو داره به شرطی که فیلم های اورجینال با صدابرداری های رو بتونید براش پیدا کنید اگر انتظار دارید آهنگ شجریان رو باهاش پخش کنید و صدای فراگیر رو حس کنید انتظار بی جا و غیر معقولی دارید,Positive
نسبت به قیمت عالیه,Positive
من خریدمش نقره ایش رو کم صدا یخچال جا دار کم مصرف شیک و زیبا,Positive
از شستن لباس یه بچه تا پتو رو براحتی میشوره فقط در صورت کم بودن مقدار لباس بالانس کردن چرخش ممکنه چند بار قطع و دوباره شروع بشه که همین باعث صدای زیادی میشه در شستن لباس زیاد مشکلی پیش نمیاد در کل من برا شستن پتو این مدل رو انتخاب کردم که با توصیه نصاب خشک کنش رو قطع میکنم البته با خشکن هم امتحان کردم مشکلی نداشت نهایتا اگه مثل من برا تکمیل شستشو تا حد پتو تصمیم به خرید دارین و جای نصب شو دارین مدل سطلی تمام اتوماتیک همین برند بهتر میتونه خواسته شما رو براورده کنه,Positive
اینو فقط واسه یخ زدایی و گرم کردن غذا و نان خریدم واسه این کارا خیلی خوبه به آشپزخانه هم جلوه خوبی میده,Positive
اگر با نداشتن نمایشگر مشکلی ندارید تا مثلا تایم باقیمانده شستن لباس رو بهتون نمایش بده بدون شک یکی از بهترین هاست ما با این قضیه مشکلی نداشتم,Positive
من برای خونه 60متری از این جارو برقی استفاده میکنم اصلا خاموش نمیشه مکش خیلی عالی داره فرش خوب تمیز میکنه,Positive
جاروی بسیار خوبی هست و گردو خاک از از عمق فرش بیرون میکشه و پس از استفاده واقعا رنگ و روی فرش باز میشه و معلوم میشه که جارو شده نکته ای دوستان باید در مورد جارو های بدون پاکت الجی رعایت کنن که باعث از کار افتادن و کاهش قدرت و داغ کردن دستگاه نشه بهتره پس از هر 3 یا 4 بار استفاده فیلتر های دستگاه تمیز کنن و البته بستگی به شرایط آب و هوایی منطقه و شدت گرد و غبار منطقه ای که زندگی میکنن داره که چقدر فیلترها کثیف بشن فیلتر ها رو نشویید هر چند در دفترچه دستگاه اشاره شده این کار باعث کاهش مکش و فشار به موتور و در نتیجه نارضایتی شما و پشیمونی از خردید میشه فقط کافیه با چند ضربه به یک سطح خاک جمع شده در فیلتر رو پاک کنید فقط در فضای آزاد این کارو بکنید,Positive
ماشین لباسشویی های ال جی واقعا با کیفیته لباسو خوب تمیز میکنه فک میکنم بخاطر طراحی دیگش هست فقط برای ما یکمی صدا میده تو دور خشک کن که تراز نیست گویا یه خواهشی هم از دوستانی که نظر مینویسن دارم اینکه محصول شما عیب کارخانه ای داشته دلیل نمیشه بیکیفیت بوده حتی تو محصولات درجه 1 دنیا هم همچین چیزی پیش میاد لطفا تو نظر گذاشتن واقعیت بین باشید چون اساس انتخاب خیلیا امتیازات و نظرات شماست,Positive
این ماکرو ویو 2 روزه که به دستم رسیده همون اول که جعبه رو باز کردم سوپرایز شدم چون واقعاً زیباست یعنی از عکسایی که تو سایت گذاشتن خیلی قشنگتره مثل بقیه ماکروویوها دکمه های قابل فشار نداره و همه دکمه ها تاچ هستن و این علاوه بر زیبایی و سهولت استفاده ظاهر دستگاه رو خیلی مدرن کرده روی درب دستگاه هیچ برجسته گی وجود نداره و این باعث میشه که خیلی راحت بتونید تمیزش کنید خلاصه به هرکی میخاد بخره توصیه میکنم تو خریدش شک نکنه چون واقعاً عالیه,Positive
من از خریدن این مایکروویو راضی هستم و به شماهم پیشنهاد میکنم بخرید پشیمون نمیشید کاربردهای فراوانی داره بخصوص امروزه که وقت زیادی واسه پخت و پز غذا نیست و البته انتظار یک غذای خوش طعم و با کیفیت رو دارید بدون اینکه صدمه ای به بافت ها و خواص غذا بزنه,Positive
ما که راضی هستیم,Positive
در این که قدرت مکش بالایی داره شکی نیست ولی بعد از 5دقیقه داغ میکند و خود به خود خاموش میشود,Negative
از دیجی کالا خریدم هنوز استفاده نکردم اما ظاهر خوبی داره قشنگه و جمع و جوره فقط کوچیکیش باعث میشه ظرف بزرگتر از بشقاب نتونید داخلش قراربدین مثلا دیس غذا و,Positive
از دیجی کالا خریدم هنوز استفاده نکردم اما ظاهر خوبی داره قشنگه و جمع و جوره فقط کوچیکیش باعث میشه ظرف بزرگتر از بشقاب نتونید داخلش قراربدین مثلا دیس غذا و,Positive
من این جارو برقی رو چند ساله دارم فوق العاده است نیاز به کیسه هم نداره عالی,Positive
یکم بیشتر پول بدید یه چیز بهتر بخرید,Negative
ما سال پیش یکی از اینها رو خریدیم لوله خرطومیش براثر قرار گرفتن در مجاورت اطو سوراخ شد وقنی به نمایندگیش مراجعه کردیم گفت لوله خرطومی جاروبرقی هایی که کلید روشن و خاموش کردنشون روی دسته خرطومی هست را ندارند و باید ببرین تعمیرگاه شاید بتوانند درستش کنند در ضمن تعمیرگاهی که آدرس دادن در چهارراه امین ظهور تهران هست که اگر بخواهی ببری حداقل یک روز باید از کاروزندگی بیافتی,Negative
چند ماهی هست که این تلویزیون رو از دیجی کالا خریدم خیلی خیلی ازش راضی هستم مخصوصا از نرم افزارش سامسونگ داشتم سونی و ایکس ویژن هم منزل نزدیکان دارن و استفاده کردم ولی انصافا باید بگم شفافیت و تصویر این یه چیز دیگه هست مخصوصا نرم افزارش که خیلی خیلی نسبت به سامسونگ و ایکس ویژن بهتره اصلا قابل مقایسه نیستن,Positive
بهترین ماکروویو کانوکشن فر نوری موجود در بازار سولاردام های ال جی میباشد,Positive
با سلام نسبت به قیمتش گزینه مناسبی هست البته من در پیشنهاد شگفت انگیز همراه با سینما خانگی مدل 930 خریدم البته امکانات تلوزیون زیر هم خوبه و قیمتش تفاوت معناداری با این مدل ال جی نداره 60 6850 60,Positive
فوق العاده,Positive
به نسبت امکانات قیمتش مناسبه و ظاهر خوشایندی داره ولی نور صفحه نمایش واقعا پایینه البته این مورد در اکثر تلویزیونهای الجی دیده میشه و این باعث میشه تصویر دلنشین نباشه انگار طراحان شرکت الجی اصلا به این مورد توجه ندارن,Negative
واقعا بیکیفیت تلویزیون باید حد اقل تصویر واضح نشون بده کار یه وسیله دیگست عجب اشتباهی کردم,Negative
کیفیت تصویر بد,Negative
اولا برخورد گلدیران برای نصب و آموزش عملکرد ماشین بسیار جالب بود و قابل ستایش ثانیا عملکرد ماشین رضایت بخش است کم سر و صدا و با کیفیت خوبی شستشو را انجام می دهد برای اکثر خانمهای خانه دار مورد مناسبی است چون می توانند با برنامه ریزی مناسب با همین ظرفیت شستشوی لباسهایشان را در طول هفته انجام دهند,Positive
من حدود یک سال و نیمه که این دستگاه رو دارم از نظر کیفیت صدا و ظاهر دستگاه خوبیه ولی چندین بار هنگام پخش فیلم خصوصا فیلم های طولانی دچار مشکل شدم,Negative
با سلام و تشکر از دیجی کالا اولین بار بود که از دیجی خرید کردم تلویزیون خوبیه تنها مشکلی که از نظر من داره اینه که صداش خیلی ضعیفه تو تنظیمات هم رفتم ولی تاثیر نداشت نمیدونم مشکلش چیه صدا رو تا 70میبریم تا یکم بشنویم اگه راه حلی داره ممنون میشم راهنمایی کنید,Negative
